Aliaða Ortaokulu,38.801606,26.966786
Gazi Ortaokulu,38.7825917,26.9544747
Toki Aliaða Ortaokulu,38.792283,26.964413
Petro-Kimya Ilkogretim Okulu,38.793784,26.969976
Þehit Sebahattin Karakaplan Ortaokulu,38.783391,26.986329
Þht. Sergeant Bülent Kula Elementary School,38.78781499999999,26.977874
Atatürk Ýlkokulu,38.802761,26.974387
Aliaða Ýmam Hatip Ortaokulu,38.790033,26.964342
Aliaða Þehit Ahmet Özsoy Ýmam Hatip Orta Okulu,38.81194199999999,26.979789
Aliaga Toki Ilkogretim Okulu,38.794996,26.956307
Fatih Ilkogretim Okulu,38.79246,26.977577
ÞEHÝT SEBAHATTÝN KARAKAPLAN ÝLK-ORTAOKULU,38.7834796,26.9867303
Ataturk Ilkogretim Okulu,38.833495,26.975669
T.C Atatürk Ýlköðretim Okulu,38.8025149,26.9749654
Yeni Mahalle Ilkokulu ve Ortaokulu,38.79750500000001,26.973336
TED Aliaða Koleji,38.77863,26.9531791
Fen Bilimleri Okullarý Aliaða Kampüsü,38.784371,26.978645
Aliaða Atatürk ortaokulu,38.8022996,26.9745915
Aliaga Republican Primary School,38.800255,26.964097
Fatih Ýlkokulu,38.792409,26.977658
